CHIMALTENANGO,PARRAMOS,Concejal I,UNE-GANA,JAIME  QUIÑONEZ RODRIGUEZ,JAIME,,QUIÑONEZ,RODRIGUEZ,
CHIMALTENANGO,PARRAMOS,Concejal II,UNE-GANA,CARLOS ALFONSO TUCUBAL ARMIRA,CARLOS,ALFONSO,TUCUBAL,ARMIRA,
CHIMALTENANGO,PARRAMOS,Concejal III,P P,ROCXANA JAUREGUI ARGUETA DE BARRIOS,ROCXANA,JAUREGUI,ARGUETA,,BARRIOS
CHIMALTENANGO,PARRAMOS,Concejal IV,LIDER,MANUEL DE JESUS BUCH AJPOP,MANUEL,DE JESUS,BUCH,AJPOP,
CHIMALTENANGO,PARRAMOS,Concejal Suplente I,UNE-GANA,JOSE JEREMIAS AMBROCIO COGUOX,JOSE,JEREMIAS,AMBROCIO,COGUOX,
CHIMALTENANGO,PARRAMOS,Concejal Suplente II,P P,JOSE EDUARDO  JAURIA MELENDREZ,JOSE,EDUARDO,JAURIA,MELENDREZ,
CHIMALTENANGO,ZARAGOZA,Alcalde,CCEC,OBDULIO ARIEL SALAZAR PORRAS,OBDULIO,ARIEL,SALAZAR,PORRAS,
CHIMALTENANGO,ZARAGOZA,Síndico  I,CCEC,CESAR FLORENCIO  FIGUEROA PEREZ,CESAR,FLORENCIO,FIGUEROA,PEREZ,
CHIMALTENANGO,ZARAGOZA,Síndico  II,CCEC,MARIO DE JESUS MARROQUIN ROSALES,MARIO,DE JESUS,MARROQUIN,ROSALES,
CHIMALTENANGO,ZARAGOZA,Síndico Suplente,CCEC,JOSE ELIAS GUERRA  MARROQUIN,JOSE,ELIAS,GUERRA,MARROQUIN,
CHIMALTENANGO,ZARAGOZA,Concejal I,CCEC,IRAN ORLANDO PORRAS HIGUEROS,IRAN,ORLANDO,PORRAS,HIGUEROS,
CHIMALTENANGO,ZARAGOZA,Concejal II,P P,PASTOR CANA MARROQUIN,PASTOR,,CANA,MARROQUIN,
CHIMALTENANGO,ZARAGOZA,Concejal III,UNE,VICTOR ROSALES PECHE,VICTOR,,ROSALES,PECHE,
